"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"TACC1.1"	1.2949371454546e-88	0.916506384522242	0.592	0.2	3.07431027702377e-84	"Fibroblasts"	"TACC1"
"PKD2"	6.74391272379125e-88	0.689092736397331	0.543	0.195	1.60107231975528e-83	"Fibroblasts"	"PKD2"
"CALU"	6.93656905741935e-88	0.672699460169462	0.607	0.33	1.64681085992193e-83	"Fibroblasts"	"CALU"
"SNED1"	9.23593045362703e-88	1.00072330373112	0.66	0.41	2.19270224899559e-83	"Fibroblasts"	"SNED1"
"SH3D19.2"	5.13556901676528e-87	0.848580841708499	0.752	0.467	1.21923544027024e-82	"Fibroblasts"	"SH3D19"
"CTBP2.1"	1.24575704565874e-86	-0.772477522996091	0.549	0.733	2.95755180209842e-82	"Fibroblasts"	"CTBP2"
"TMEM241.1"	2.55873401774178e-86	-0.696933519911006	0.319	0.569	6.07469043152076e-82	"Fibroblasts"	"TMEM241"
"DLG5.1"	2.77629833527425e-86	-0.693703079887533	0.311	0.523	6.5912098777746e-82	"Fibroblasts"	"DLG5"
"MARK2"	3.72803061883797e-86	-0.555365690131475	0.265	0.513	8.85071749218323e-82	"Fibroblasts"	"MARK2"
"DGKD.1"	4.23278363837565e-86	-0.696506672873108	0.22	0.51	1.00490516358676e-81	"Fibroblasts"	"DGKD"
"SAMD4A"	1.70595658558306e-85	1.03870023190808	0.626	0.289	4.05011152983273e-81	"Fibroblasts"	"SAMD4A"
"RSU1"	2.96204402366555e-85	0.653361132915515	0.58	0.279	7.03218871658438e-81	"Fibroblasts"	"RSU1"
"CMIP"	3.54015482521497e-85	-0.659360523227491	0.331	0.574	8.40468157054286e-81	"Fibroblasts"	"CMIP"
"GSN.1"	6.44590604841276e-85	0.80787830423156	0.718	0.34	1.53032255495367e-80	"Fibroblasts"	"GSN"
"SEC31A"	9.11052866422736e-85	0.581162464352295	0.81	0.617	2.16293061017422e-80	"Fibroblasts"	"SEC31A"
"GMDS"	1.28818459951619e-84	-0.659595135305321	0.478	0.657	3.05827905771138e-80	"Fibroblasts"	"GMDS"
"OSBPL1A"	1.24055186956743e-82	-0.608494991325639	0.248	0.531	2.94519419354003e-78	"Fibroblasts"	"OSBPL1A"
"SH3PXD2A"	1.42896179625822e-82	0.660305048740508	0.629	0.369	3.39249820049665e-78	"Fibroblasts"	"SH3PXD2A"
"TULP4.1"	2.14009881980022e-82	-0.68116064375928	0.504	0.697	5.0808086080877e-78	"Fibroblasts"	"TULP4"
"DIP2C"	4.73991171202893e-82	0.71202313848541	0.851	0.588	1.12530243955279e-77	"Fibroblasts"	"DIP2C"
"NSD2.1"	4.97499780482224e-82	-0.624575903439902	0.268	0.52	1.18111422884285e-77	"Fibroblasts"	"NSD2"
"ARFGEF2"	6.67728899522289e-82	-0.633165803849483	0.414	0.622	1.58525518035587e-77	"Fibroblasts"	"ARFGEF2"
"ATP10A"	1.49475515998405e-81	0.83673840050639	0.565	0.232	3.54869822531813e-77	"Fibroblasts"	"ATP10A"
"LHFPL2"	2.59622877739723e-81	0.736612353063755	0.512	0.221	6.16370674041876e-77	"Fibroblasts"	"LHFPL2"
"VCL"	7.80847046478083e-81	0.81229959040186	0.712	0.404	1.85380897304362e-76	"Fibroblasts"	"VCL"
"LMO7"	6.19027580492825e-80	0.703887426451291	0.51	0.212	1.46963337884802e-75	"Fibroblasts"	"LMO7"
"AOPEP"	1.84969341462501e-77	0.859414531633607	0.787	0.601	4.39135713566125e-73	"Fibroblasts"	"AOPEP"
"RRBP1"	2.27089168692871e-77	0.569105189758005	0.611	0.361	5.39132395393744e-73	"Fibroblasts"	"RRBP1"
"HSPG2"	2.30189922424078e-77	0.805549964318532	0.624	0.197	5.46493894827003e-73	"Fibroblasts"	"HSPG2"
"FLNA"	4.12893326019735e-77	0.617850236959369	0.508	0.219	9.80250045303452e-73	"Fibroblasts"	"FLNA"
"ITGAV"	1.19653221069028e-76	0.728985767209902	0.661	0.41	2.8406871213998e-72	"Fibroblasts"	"ITGAV"
"FAM114A1"	2.30271749976526e-76	0.534697138350508	0.584	0.34	5.4668816161927e-72	"Fibroblasts"	"FAM114A1"
"RCOR3.1"	3.20578026349988e-76	-0.60680983619047	0.392	0.584	7.61084292357507e-72	"Fibroblasts"	"RCOR3"
"TCF7L2"	4.51910027911561e-76	0.768199028817886	0.791	0.521	1.07287959726484e-71	"Fibroblasts"	"TCF7L2"
"CELF2.1"	5.70378502505637e-75	0.914160955741035	0.571	0.183	1.35413560279863e-70	"Fibroblasts"	"CELF2"
"DAP3.1"	9.24196826444004e-75	-0.593479286240274	0.36	0.567	2.19413568566071e-70	"Fibroblasts"	"DAP3"
"LDB2"	1.13719583436076e-74	1.09094294987528	0.683	0.098	2.69981663035587e-70	"Fibroblasts"	"LDB2"
"EHMT1.1"	2.93673504872497e-74	-0.636228879192305	0.629	0.751	6.97210267917796e-70	"Fibroblasts"	"EHMT1"
"ZKSCAN1.1"	4.36861535330929e-74	-0.59310727999008	0.437	0.61	1.03715297102916e-69	"Fibroblasts"	"ZKSCAN1"
"MYO1D.1"	1.18547967639603e-72	0.825263694698956	0.817	0.585	2.81444729973182e-68	"Fibroblasts"	"MYO1D"
"ACACA.1"	1.35775181695378e-72	-0.69021062117401	0.54	0.691	3.22343858862997e-68	"Fibroblasts"	"ACACA"
"LIMA1"	2.18250971992694e-72	0.688502336832515	0.738	0.468	5.18149632607855e-68	"Fibroblasts"	"LIMA1"
"IGF1R.1"	3.3823392618446e-72	-0.696602147109083	0.755	0.782	8.03001164154526e-68	"Fibroblasts"	"IGF1R"
"DYNC2H1"	3.43158823433432e-71	0.649864811120685	0.617	0.354	8.1469336271331e-67	"Fibroblasts"	"DYNC2H1"
"NAALADL2.1"	5.01901015323691e-71	-0.771992702000998	0.837	0.785	1.19156320047998e-66	"Fibroblasts"	"NAALADL2"
"FHIT.1"	1.29498502112875e-70	-0.843441873544483	0.546	0.714	3.07442393866178e-66	"Fibroblasts"	"FHIT"
"SRRM2.1"	1.51458630587615e-70	-0.562319424810141	0.53	0.68	3.59577934878058e-66	"Fibroblasts"	"SRRM2"
"SLC39A11.1"	1.84169232749609e-70	-0.685368542748369	0.565	0.686	4.37236175470848e-66	"Fibroblasts"	"SLC39A11"
"ACTN1.1"	6.26735093169346e-70	0.802726054585266	0.703	0.443	1.48793178469334e-65	"Fibroblasts"	"ACTN1"
"CLIC4"	2.10322951758759e-69	0.731201819436401	0.546	0.299	4.99327719770469e-65	"Fibroblasts"	"CLIC4"
"AGAP1.1"	4.42535428131615e-69	-0.831182043737606	0.78	0.834	1.05062335992727e-64	"Fibroblasts"	"AGAP1"
"MDFIC"	6.29113780636878e-69	0.636225684436723	0.541	0.202	1.49357902661001e-64	"Fibroblasts"	"MDFIC"
"NAV1"	1.33830685525398e-68	0.769890407493288	0.641	0.381	3.17727430505847e-64	"Fibroblasts"	"NAV1"
"FER.1"	1.3821857998686e-68	0.596626980861388	0.689	0.42	3.28144730746805e-64	"Fibroblasts"	"FER"
"AKAP8L"	4.95346258423573e-68	-0.515611180550217	0.336	0.528	1.1760015521234e-63	"Fibroblasts"	"AKAP8L"
"EXOC2"	6.88776978427664e-68	-0.534441976729339	0.309	0.512	1.63522542448512e-63	"Fibroblasts"	"EXOC2"
"OLA1"	7.11989053754665e-68	-0.53659025832968	0.307	0.544	1.69033321251895e-63	"Fibroblasts"	"OLA1"
"LRCH1.1"	1.7853435871016e-67	0.635613586024791	0.608	0.338	4.2385842101379e-63	"Fibroblasts"	"LRCH1"
"VMP1"	3.51365585548441e-67	0.73540630535544	0.888	0.726	8.34177036650554e-63	"Fibroblasts"	"VMP1"
"MED13L.1"	1.02211836819214e-66	-0.602879054906049	0.898	0.906	2.42661121792495e-62	"Fibroblasts"	"MED13L"
"PARVA"	1.22955439748321e-65	0.588820562713931	0.686	0.422	2.91908509506488e-61	"Fibroblasts"	"PARVA"
"ZNF532"	6.46245577389098e-65	0.533868838328668	0.577	0.361	1.53425162527946e-60	"Fibroblasts"	"ZNF532"
"CSNK1A1"	6.80348501180568e-65	-0.649487045552557	0.693	0.806	1.61521537665279e-60	"Fibroblasts"	"CSNK1A1"
"CTIF"	1.87057223234649e-64	0.590699688547192	0.566	0.307	4.44092553681381e-60	"Fibroblasts"	"CTIF"
"CACNA2D1"	1.98859953146306e-64	0.771858277788055	0.638	0.216	4.72113414764644e-60	"Fibroblasts"	"CACNA2D1"
"TTC39C.1"	3.02210364146666e-64	-0.649014606603886	0.278	0.505	7.17477625520599e-60	"Fibroblasts"	"TTC39C"
"CSAD.1"	5.50420713001135e-64	-0.537047196651293	0.373	0.533	1.30675381473599e-59	"Fibroblasts"	"CSAD"
"PDZD2"	9.40555648552227e-64	0.816382156688095	0.528	0.286	2.23297316522784e-59	"Fibroblasts"	"PDZD2"
"ITGB5"	1.11479780836322e-63	0.592401225206823	0.657	0.439	2.64664147683512e-59	"Fibroblasts"	"ITGB5"
"ARHGEF3.1"	1.27091197781918e-63	-0.73033389494638	0.439	0.668	3.01727212654051e-59	"Fibroblasts"	"ARHGEF3"
"GTF2IRD1.1"	2.77160041621153e-63	-0.587381916126113	0.346	0.52	6.5800565481278e-59	"Fibroblasts"	"GTF2IRD1"
"PDGFC"	4.37681244160456e-63	0.66233850106052	0.501	0.269	1.03909904176134e-58	"Fibroblasts"	"PDGFC"
"SMIM14.1"	7.98451057918458e-62	-0.538015913383143	0.387	0.557	1.89560265660421e-57	"Fibroblasts"	"SMIM14"
"RALGAPA2"	2.29405799360522e-61	-0.626818085473945	0.332	0.518	5.44632308261815e-57	"Fibroblasts"	"RALGAPA2"
"VWA8"	1.20785655162083e-60	-0.593447133515426	0.492	0.651	2.86757223920301e-56	"Fibroblasts"	"VWA8"
"DDAH1"	3.2577257664421e-60	0.818521069158626	0.506	0.308	7.73416674211019e-56	"Fibroblasts"	"DDAH1"
"MT-CO3.2"	4.25798948951355e-60	-1.1519726207738	0.648	0.733	1.01088928470541e-55	"Fibroblasts"	"MT-CO3"
"STXBP5"	4.75467911608105e-60	0.628905378539811	0.728	0.444	1.1288083689488e-55	"Fibroblasts"	"STXBP5"
"GPATCH2.1"	1.39834976091317e-59	-0.604001212022113	0.492	0.626	3.31982216738396e-55	"Fibroblasts"	"GPATCH2"
"INSR"	1.52953915747191e-58	-0.637448409046032	0.434	0.594	3.63127891375406e-54	"Fibroblasts"	"INSR"
"KIF13B"	1.12633195703613e-57	-0.592904599388022	0.289	0.522	2.67402469919948e-53	"Fibroblasts"	"KIF13B"
"WWOX.1"	3.00341189269666e-57	-0.908857494071098	0.816	0.812	7.13040017445115e-53	"Fibroblasts"	"WWOX"
"AKAP13.1"	6.46430884962108e-57	0.644938621768672	0.892	0.728	1.53469156398854e-52	"Fibroblasts"	"AKAP13"
"TSC22D1"	6.05875846148299e-56	0.619773704771405	0.587	0.368	1.43840984634068e-51	"Fibroblasts"	"TSC22D1"
"RAP1GDS1"	4.18845889197027e-55	-0.602249652069578	0.391	0.562	9.94382025542661e-51	"Fibroblasts"	"RAP1GDS1"
"ASH1L.1"	4.61335556541119e-54	-0.544603230907709	0.8	0.871	1.09525674478427e-49	"Fibroblasts"	"ASH1L"
"IMMP2L.1"	1.41482163452684e-53	-0.680130288198261	0.779	0.809	3.35892804253016e-49	"Fibroblasts"	"IMMP2L"
"DST.2"	1.6263504282946e-53	0.811317620015126	0.841	0.546	3.8611185518142e-49	"Fibroblasts"	"DST"
"JMJD1C"	3.17625336194824e-53	0.516501649892036	0.942	0.862	7.54074310660131e-49	"Fibroblasts"	"JMJD1C"
"ERGIC1.1"	7.12887872684795e-53	-0.550380691191563	0.407	0.561	1.69246709854097e-48	"Fibroblasts"	"ERGIC1"
"TIAM2"	9.84236758211713e-53	0.527271399888342	0.593	0.379	2.33667648767043e-48	"Fibroblasts"	"TIAM2"
"FGFR1"	1.01489298679894e-52	0.545957003560758	0.575	0.307	2.40945743995936e-48	"Fibroblasts"	"FGFR1"
"FRMD6.1"	1.16247102764308e-52	0.657289868165889	0.626	0.351	2.75982246672744e-48	"Fibroblasts"	"FRMD6"
"TNRC18"	1.36572444034134e-52	-0.515838705810795	0.589	0.694	3.24236639381438e-48	"Fibroblasts"	"TNRC18"
"ZBTB20"	3.46563512707909e-52	0.591782575113851	0.965	0.892	8.22776435519847e-48	"Fibroblasts"	"ZBTB20"
"NSMCE2.1"	3.98087883632185e-52	-0.547187797252273	0.708	0.789	9.4510044453117e-48	"Fibroblasts"	"NSMCE2"
"CPQ.1"	1.27861149144582e-51	0.52541325827081	0.628	0.341	3.03555154184151e-47	"Fibroblasts"	"CPQ"
"HIVEP2"	2.14248953043272e-51	0.506359790833022	0.534	0.325	5.08648439420033e-47	"Fibroblasts"	"HIVEP2"
"PDLIM5"	2.91088100416027e-51	0.740127051826952	0.757	0.639	6.9107225919769e-47	"Fibroblasts"	"PDLIM5"
"NSD3.1"	3.86598572389459e-51	-0.548295822311788	0.543	0.635	9.17823670709814e-47	"Fibroblasts"	"NSD3"
"GPD2"	1.20156182378679e-50	-0.503046935072311	0.323	0.513	2.85262792585223e-46	"Fibroblasts"	"GPD2"
"NCOR2"	2.00187823892944e-50	0.503638056263858	0.74	0.578	4.75265912704238e-46	"Fibroblasts"	"NCOR2"
"CADPS2.1"	2.51592898793367e-49	-0.564608978474554	0.62	0.644	5.97306701025332e-45	"Fibroblasts"	"CADPS2"
"KCNMA1.1"	3.24514723825415e-49	-1.00173790823459	0.346	0.631	7.70430405833919e-45	"Fibroblasts"	"KCNMA1"
"LAMC1"	4.04095543999205e-49	0.56818372613198	0.578	0.305	9.59363231008512e-45	"Fibroblasts"	"LAMC1"
"FTH1.2"	4.19585198066118e-49	-0.626786781880205	0.45	0.572	9.96137218728771e-45	"Fibroblasts"	"FTH1"
"TRERF1.1"	4.68565869922902e-49	-0.562434927182345	0.325	0.526	1.11242223178396e-44	"Fibroblasts"	"TRERF1"
"NAIP"	2.0958472260032e-48	-0.501063588862505	0.446	0.572	4.97575089925419e-44	"Fibroblasts"	"NAIP"
"ZEB2"	7.52887795681708e-48	0.866353686317559	0.667	0.146	1.78743091572794e-43	"Fibroblasts"	"ZEB2"
"HIPK2"	1.2530259190173e-47	-0.593505568022637	0.387	0.564	2.97480883433897e-43	"Fibroblasts"	"HIPK2"
"FAM168A"	6.06466992684302e-47	0.552521776865796	0.652	0.482	1.4398132873318e-42	"Fibroblasts"	"FAM168A"
"KAT6B.1"	1.46840554486309e-46	-0.521333828703306	0.569	0.693	3.48614160405947e-42	"Fibroblasts"	"KAT6B"
"MAGI2"	1.60028941650291e-46	0.798810779308702	0.745	0.255	3.79924710371955e-42	"Fibroblasts"	"MAGI2"
"MT-CO1.2"	1.51056650255899e-45	-0.913292052450678	0.537	0.629	3.58623593372531e-41	"Fibroblasts"	"MT-CO1"
"NRP1.1"	1.43247316571821e-44	0.702706801913209	0.609	0.225	3.40083454273159e-40	"Fibroblasts"	"NRP1"
"LIMS1.1"	1.01978970435212e-43	0.601098796988194	0.681	0.467	2.42108273710237e-39	"Fibroblasts"	"LIMS1"
"MGP.1"	1.39146563292768e-43	-0.669156718529471	0.525	0.516	3.3034785591336e-39	"Fibroblasts"	"MGP"
"MYOF"	7.15561473197285e-43	0.536309342720193	0.758	0.593	1.69881449351768e-38	"Fibroblasts"	"MYOF"
"STK3"	9.61946530160132e-43	0.523057314226298	0.844	0.661	2.28375725725317e-38	"Fibroblasts"	"STK3"
"ASTN2.1"	2.06157104103134e-42	-0.699102440169793	0.341	0.522	4.89437580851251e-38	"Fibroblasts"	"ASTN2"
"MICU1"	2.83744398978605e-42	0.508903622068028	0.691	0.51	6.73637577615106e-38	"Fibroblasts"	"MICU1"
"CBLB.1"	5.05789246222542e-42	0.586576884108525	0.707	0.538	1.20079424945694e-37	"Fibroblasts"	"CBLB"
"DCLK1"	1.81321437235278e-41	0.881054084056892	0.654	0.275	4.30475224140274e-37	"Fibroblasts"	"DCLK1"
"MAML3"	2.48546375575194e-38	-0.522465830508032	0.521	0.679	5.90073950253067e-34	"Fibroblasts"	"MAML3"
"PRKN.1"	2.65216767421497e-38	0.59395168314505	0.634	0.383	6.29651127535376e-34	"Fibroblasts"	"PRKN"
"MT-CO2.2"	7.5294236634505e-38	-0.993417313734344	0.539	0.628	1.78756047193978e-33	"Fibroblasts"	"MT-CO2"
"ASAP1.2"	2.75686486281782e-37	0.54768230941302	0.874	0.677	6.5450728708158e-33	"Fibroblasts"	"ASAP1"
"PTPRK.1"	9.83638169203994e-37	-0.540027852813208	0.653	0.644	2.3352553775072e-32	"Fibroblasts"	"PTPRK"
"TPM1.1"	1.7296793836964e-35	0.565571617472028	0.679	0.483	4.10643182483362e-31	"Fibroblasts"	"TPM1"
"MAML2.2"	2.8991852066708e-33	0.709264767219109	0.824	0.393	6.88295559915715e-29	"Fibroblasts"	"MAML2"
"ARMC9"	3.38300462972818e-33	0.509639046756563	0.609	0.5	8.03159129143768e-29	"Fibroblasts"	"ARMC9"
"PPP3CA.2"	5.07087240094147e-33	-0.54279588003267	0.76	0.696	1.20387581670752e-28	"Fibroblasts"	"PPP3CA"
"MYH9"	6.50671296918525e-33	0.516581826883991	0.72	0.593	1.54475872601427e-28	"Fibroblasts"	"MYH9"
"MAN1A1"	9.78104861775218e-32	0.603070775346326	0.567	0.251	2.32211875234054e-27	"Fibroblasts"	"MAN1A1"
"MT-ATP6.2"	6.49245700740685e-29	-0.839909207309087	0.447	0.54	1.54137421812846e-24	"Fibroblasts"	"MT-ATP6"
"KCND2"	1.19304467509185e-28	0.947700909646454	0.7	0.225	2.83240736313556e-24	"Fibroblasts"	"KCND2"
"CAMK1D.1"	2.24062911198897e-26	0.526648249806188	0.579	0.392	5.31947757477302e-22	"Fibroblasts"	"CAMK1D"
"MT-ND3.1"	4.39216789296699e-24	-0.683594642444908	0.398	0.509	1.04274457946929e-19	"Fibroblasts"	"MT-ND3"
"CENPP.2"	5.88103305666528e-24	-0.524285372364152	0.504	0.512	1.3962160579829e-19	"Fibroblasts"	"CENPP"
"NEGR1"	3.57032537167717e-23	0.80944909024691	0.684	0.155	8.47630946489877e-19	"Fibroblasts"	"NEGR1"
"DPYD.1"	1.15946026758574e-21	0.501210471842476	0.799	0.471	2.75267462127531e-17	"Fibroblasts"	"DPYD"
"LRMDA.2"	2.18016664473736e-21	-0.555773583629689	0.535	0.552	5.17593363127098e-17	"Fibroblasts"	"LRMDA"
"FMNL2.1"	9.01993420875673e-20	0.597135306409757	0.63	0.244	2.14142258050093e-15	"Fibroblasts"	"FMNL2"
"ANKH"	6.46977889948518e-18	0.553858735277208	0.535	0.325	1.53599020852678e-13	"Fibroblasts"	"ANKH"
"PRSS23"	1.14933175127315e-15	0.561744395976274	0.565	0.31	2.72862851069758e-11	"Fibroblasts"	"PRSS23"
"KAZN.2"	1.26203711341515e-13	-0.573728385121271	0.597	0.72	2.99620231095892e-09	"Fibroblasts"	"KAZN"
"LDB2.1"	0	3.60283288254987	0.95	0.147	0	"Endothelial cells"	"LDB2"
"MCTP1"	0	3.14417799748027	0.854	0.113	0	"Endothelial cells"	"MCTP1"
"MECOM"	0	2.95576769402292	0.781	0.233	0	"Endothelial cells"	"MECOM"
"THSD7A"	0	2.85654617353069	0.815	0.048	0	"Endothelial cells"	"THSD7A"
"VWF"	0	2.77359751622068	0.787	0.027	0	"Endothelial cells"	"VWF"
"ST6GALNAC3"	0	2.73802288369072	0.852	0.047	0	"Endothelial cells"	"ST6GALNAC3"
"PECAM1"	0	2.57843539227308	0.883	0.079	0	"Endothelial cells"	"PECAM1"
"CALCRL"	0	2.56799743674211	0.791	0.034	0	"Endothelial cells"	"CALCRL"
"ADAMTS9"	0	2.45797351729705	0.659	0.042	0	"Endothelial cells"	"ADAMTS9"
"ARL15.1"	0	2.4532676385071	0.934	0.63	0	"Endothelial cells"	"ARL15"
"ANO2"	0	2.44706216223143	0.718	0.04	0	"Endothelial cells"	"ANO2"
"PREX2"	0	2.42562079644306	0.79	0.034	0	"Endothelial cells"	"PREX2"
"TLL1"	0	2.41217493707801	0.568	0.048	0	"Endothelial cells"	"TLL1"
"ELMO1.1"	0	2.38397237129558	0.952	0.247	0	"Endothelial cells"	"ELMO1"
"TCF4.2"	0	2.35775057492438	0.945	0.263	0	"Endothelial cells"	"TCF4"
"STOX2"	0	2.35510388038449	0.735	0.067	0	"Endothelial cells"	"STOX2"
"HSPG2.1"	0	2.34304957888804	0.88	0.231	0	"Endothelial cells"	"HSPG2"
"ERG"	0	2.2998856650549	0.89	0.063	0	"Endothelial cells"	"ERG"
"CNTNAP3B"	0	2.25097613473389	0.766	0.058	0	"Endothelial cells"	"CNTNAP3B"
"KALRN"	0	2.24540916621304	0.833	0.225	0	"Endothelial cells"	"KALRN"
"PLEKHG1.1"	0	2.23397166734401	0.851	0.133	0	"Endothelial cells"	"PLEKHG1"
"PTPRM.1"	0	2.22063509001377	0.967	0.549	0	"Endothelial cells"	"PTPRM"
"TGFBR2.1"	0	2.18573896036534	0.869	0.209	0	"Endothelial cells"	"TGFBR2"
"FLI1"	0	2.1552191372372	0.856	0.118	0	"Endothelial cells"	"FLI1"
"GALNT18"	0	2.11761896465347	0.839	0.179	0	"Endothelial cells"	"GALNT18"
"RALGAPA2.1"	0	2.11690489463249	0.881	0.479	0	"Endothelial cells"	"RALGAPA2"
"RHOJ"	0	2.05501054938796	0.723	0.045	0	"Endothelial cells"	"RHOJ"
"CSGALNACT1"	0	2.05477356513042	0.79	0.116	0	"Endothelial cells"	"CSGALNACT1"
"ELK3"	0	1.88034528867514	0.791	0.165	0	"Endothelial cells"	"ELK3"
"PRKCH"	0	1.79297628194126	0.893	0.314	0	"Endothelial cells"	"PRKCH"
"ARHGAP31"	0	1.77545016181322	0.837	0.147	0	"Endothelial cells"	"ARHGAP31"
"DOCK9"	0	1.77400844201236	0.917	0.455	0	"Endothelial cells"	"DOCK9"
"SPTBN1"	0	1.67172073297793	0.886	0.409	0	"Endothelial cells"	"SPTBN1"
"ENG"	0	1.65466076870436	0.67	0.121	0	"Endothelial cells"	"ENG"
"RBM47.2"	0	-2.1003246662909	0.17	0.748	0	"Endothelial cells"	"RBM47"
"PATJ.2"	0	-2.27147534919069	0.377	0.806	0	"Endothelial cells"	"PATJ"
"ANKS1B.2"	0	-2.42014287397183	0.14	0.718	0	"Endothelial cells"	"ANKS1B"
"TTC6.2"	0	-2.54332572893244	0.158	0.695	0	"Endothelial cells"	"TTC6"
"BMPR1B.3"	0	-2.90665145904452	0.172	0.603	0	"Endothelial cells"	"BMPR1B"
"AFF3.2"	0	-3.17855892856423	0.353	0.771	0	"Endothelial cells"	"AFF3"
"ERBB4.2"	0	-3.44798914704123	0.437	0.786	0	"Endothelial cells"	"ERBB4"
"TRPS1.2"	0	-3.6747435002304	0.666	0.947	0	"Endothelial cells"	"TRPS1"
"ANKRD30A.3"	0	-3.73523158945184	0.471	0.74	0	"Endothelial cells"	"ANKRD30A"
"ESR1.3"	0	-3.79852648807406	0.366	0.851	0	"Endothelial cells"	"ESR1"
"SPARCL1"	2.23382310461248e-303	2.12440624056192	0.697	0.144	5.30331943266049e-299	"Endothelial cells"	"SPARCL1"
"SASH1.1"	3.13767220635683e-302	1.70725772848845	0.912	0.377	7.44914758511174e-298	"Endothelial cells"	"SASH1"
"MALAT1.3"	4.72051548459682e-300	-1.87632427513702	0.982	0.987	1.12069758119813e-295	"Endothelial cells"	"MALAT1"
"GATA3.2"	7.89888072577643e-299	-2.1453682170792	0.169	0.696	1.87527327310658e-294	"Endothelial cells"	"GATA3"
"ZNF521.1"	4.84618683262778e-294	2.15775991371054	0.804	0.176	1.15053321593416e-289	"Endothelial cells"	"ZNF521"
"PTPRB"	9.97851635738184e-294	2.47371368036844	0.856	0.019	2.36899956840602e-289	"Endothelial cells"	"PTPRB"
"EPAS1"	8.57203384899314e-291	1.70845285374228	0.722	0.158	2.03508655608946e-286	"Endothelial cells"	"EPAS1"
"FGD5"	9.09198858526449e-285	1.33544899966485	0.743	0.103	2.15852901002764e-280	"Endothelial cells"	"FGD5"
"EGFL7"	5.35234714121777e-282	2.09375248408471	0.841	0.03	1.27070073479651e-277	"Endothelial cells"	"EGFL7"
"PTPRT.3"	2.79857039275257e-280	-2.93417365669989	0.129	0.543	6.64408596943388e-276	"Endothelial cells"	"PTPRT"
"ABLIM1"	8.26259180648481e-280	1.66591920572108	0.802	0.335	1.96162192077756e-275	"Endothelial cells"	"ABLIM1"
"PLCB4"	2.18036215165114e-272	1.93440628211435	0.789	0.212	5.17639778423497e-268	"Endothelial cells"	"PLCB4"
"RASGRP3"	6.30969466858226e-272	1.61525716217275	0.605	0.051	1.49798461126812e-267	"Endothelial cells"	"RASGRP3"
"MEF2C"	1.43102802766565e-270	1.75350776406096	0.82	0.129	3.39740364048103e-266	"Endothelial cells"	"MEF2C"
"KAZN.3"	8.07803527628883e-270	-2.36139649068716	0.366	0.716	1.91780635494373e-265	"Endothelial cells"	"KAZN"
"RUNX1.2"	9.95799532396476e-267	-1.8760125704828	0.18	0.71	2.36412766986247e-262	"Endothelial cells"	"RUNX1"
"ITGA9"	9.63162646127287e-264	1.58148231111735	0.644	0.148	2.28664443817079e-259	"Endothelial cells"	"ITGA9"
"SHANK3"	1.57838251070575e-262	1.63010626179805	0.748	0.033	3.74723791866652e-258	"Endothelial cells"	"SHANK3"
"PDE7B"	6.6957185795912e-259	1.67086109566888	0.582	0.103	1.58963054798075e-254	"Endothelial cells"	"PDE7B"
"SNTG2"	1.05236490337561e-256	1.80770286956835	0.532	0.048	2.49841951710403e-252	"Endothelial cells"	"SNTG2"
"SMAD1"	4.24394676580956e-256	1.54373586619751	0.69	0.265	1.00755540167085e-251	"Endothelial cells"	"SMAD1"
"RPS6KA2"	1.10274926010917e-255	1.51214489032941	0.791	0.268	2.61803701842518e-251	"Endothelial cells"	"RPS6KA2"
"THSD4.2"	4.97033847945186e-254	-2.44727120412226	0.411	0.782	1.18000805840667e-249	"Endothelial cells"	"THSD4"
"IGFBP7.1"	6.16743021040558e-254	2.30561153774613	0.802	0.19	1.46420960625239e-249	"Endothelial cells"	"IGFBP7"
"GLI3.1"	6.89260870155946e-254	-1.81762054632775	0.14	0.677	1.63637423183723e-249	"Endothelial cells"	"GLI3"
"COL15A1"	1.39301174278954e-252	1.73216581051522	0.553	0.055	3.30714917855665e-248	"Endothelial cells"	"COL15A1"
"GRAPL"	4.47284736094454e-252	1.7280468806779	0.593	0.034	1.06189869196184e-247	"Endothelial cells"	"GRAPL"
"CDH13"	2.64494935664149e-248	2.1134036209387	0.529	0.106	6.27937426760257e-244	"Endothelial cells"	"CDH13"
"COL4A2"	4.08945981085264e-248	2.01990154968939	0.751	0.089	9.70878653694525e-244	"Endothelial cells"	"COL4A2"
"GRB10"	1.95820225133287e-247	1.65819823851607	0.808	0.291	4.64896796488938e-243	"Endothelial cells"	"GRB10"
"TACC1.2"	3.80643716312464e-243	1.70407953352801	0.787	0.233	9.03686246897421e-239	"Endothelial cells"	"TACC1"
"TFPI"	2.63342740161163e-240	1.84376406898251	0.516	0.053	6.25201999416616e-236	"Endothelial cells"	"TFPI"
"ETS1"	8.2626721764938e-237	1.54612906164325	0.668	0.094	1.96164100142139e-232	"Endothelial cells"	"ETS1"
"ABCB1"	1.86359239098412e-235	1.77213005660496	0.516	0.029	4.4243546954354e-231	"Endothelial cells"	"ABCB1"
"DYSF"	2.15725085041715e-230	1.62706476517567	0.609	0.024	5.12152924397535e-226	"Endothelial cells"	"DYSF"
"ITGA6"	1.2760142000556e-229	1.44253490662789	0.683	0.204	3.02938531235201e-225	"Endothelial cells"	"ITGA6"
